ad_archive_id,advertiser,field,candidate_1,candidate_2,confidence,why,excerpt
1769748834386322,BodyLase Med Spa,format,lifestyle_aspiration,catalog_generic,0.5,runner-up catalog_generic at 0.45,Look Your Best. Feel Like You Again.
2361276021026174,BodyLase Med Spa,format,provider_authority,catalog_generic,0.5,runner-up catalog_generic at 0.4,North Carolina's Most Award-Winning Med Spa
2361276021026174,BodyLase Med Spa,awareness_stage,unaware,solution_aware,0.45,confidence 0.45,North Carolina's Most Award-Winning Med Spa
2361276021026174,BodyLase Med Spa,proof_asset,stat_or_study,none,0.5,runner-up none at 0.4,North Carolina's Most Award-Winning Med Spa
1587758479097832,Eternal Wellness,hook_archetype,bold_claim,curiosity_tease,0.45,confidence 0.45,{{product.name}}
1587758479097832,Eternal Wellness,format,product_announcement,lifestyle_aspiration,0.45,confidence 0.45,{{product.name}}
1587758479097832,Eternal Wellness,driver,status_identity,downtime_avoidance,0.4,confidence 0.4,{{product.name}}
1587758479097832,Eternal Wellness,funnel,mid_consideration,cold_prospecting,0.5,runner-up cold_prospecting at 0.4,{{product.name}}
1587758479097832,Eternal Wellness,claim_risk,unclear,no,0.5,runner-up no at 0.45,{{product.name}}
1587758479097832,Eternal Wellness,claim_risk,unclear,,0.5,regulated category: templated DCO fields; 'Not all lasers are the same' implied superiority,{{product.name}}
1228505735499722,Eternal Wellness,hook_archetype,bold_claim,curiosity_tease,0.45,confidence 0.45,{{product.name}}
1228505735499722,Eternal Wellness,format,product_announcement,lifestyle_aspiration,0.45,confidence 0.45,{{product.name}}
1228505735499722,Eternal Wellness,driver,status_identity,downtime_avoidance,0.4,confidence 0.4,{{product.name}}
1228505735499722,Eternal Wellness,funnel,mid_consideration,cold_prospecting,0.5,runner-up cold_prospecting at 0.4,{{product.name}}
1228505735499722,Eternal Wellness,claim_risk,unclear,no,0.5,runner-up no at 0.45,{{product.name}}
1228505735499722,Eternal Wellness,claim_risk,unclear,,0.5,regulated category: templated DCO fields; 'Not all lasers are the same' implied superiority,{{product.name}}
1454863845966748,Rejuvenations Lehigh Valley,format,problem_solution,product_announcement,0.45,confidence 0.45,Rejuvenations Lehigh Valley
1454863845966748,Rejuvenations Lehigh Valley,indication,texture_pores,fine_lines_wrinkles,0.4,confidence 0.4; runner-up fine_lines_wrinkles at 0.35,Rejuvenations Lehigh Valley
2665361377007697,Labelleviemedspa,hook_archetype,bold_claim,curiosity_tease,0.4,confidence 0.4,"Bestie, You NEED to Try CoolPeel! ☁️✨

Okay, hear me out—CoolPeel is basically a time mach"
2665361377007697,Labelleviemedspa,driver,downtime_avoidance,transformation,0.45,confidence 0.45; runner-up transformation at 0.4,"Bestie, You NEED to Try CoolPeel! ☁️✨

Okay, hear me out—CoolPeel is basically a time mach"
2665361377007697,Labelleviemedspa,indication,general_glow,pigmentation_sun_damage,0.4,confidence 0.4; runner-up pigmentation_sun_damage at 0.35,"Bestie, You NEED to Try CoolPeel! ☁️✨

Okay, hear me out—CoolPeel is basically a time mach"
2665361377007697,Labelleviemedspa,claim_risk,yes,,0.7,"regulated category: 'time machine for your skin'; 'goodbye, fine lines!'; 'so long, dark spots!' (elimination language, med spa)","Bestie, You NEED to Try CoolPeel! ☁️✨

Okay, hear me out—CoolPeel is basically a time mach"
2693277687524526,Labelleviemedspa,hook_archetype,flat_spec,bold_claim,0.45,confidence 0.45,instagram.com
2693277687524526,Labelleviemedspa,claim_risk,unclear,,0.5,"regulated category: 'precise, effective, and safe Morpheus8 treatments... with minimal risk' (safety claim by nurse-led med spa)",instagram.com
1212830840321054,Labelleviemedspa,format,problem_solution,educational_howto,0.4,confidence 0.4; runner-up educational_howto at 0.35,"✨The ultimate skin reset: CO2 CoolPeel + Rejuran ✨

CO2 CoolPeel delivers precision resurf"
1212830840321054,Labelleviemedspa,claim_risk,unclear,yes,0.5,runner-up yes at 0.4,"✨The ultimate skin reset: CO2 CoolPeel + Rejuran ✨

CO2 CoolPeel delivers precision resurf"
1212830840321054,Labelleviemedspa,claim_risk,unclear,,0.5,"regulated category: Rejuran 'speeds healing, boosts collagen' (polynucleotide serum, not FDA-cleared in US); 'Heal fast'","✨The ultimate skin reset: CO2 CoolPeel + Rejuran ✨

CO2 CoolPeel delivers precision resurf"
670814632352769,Labelleviemedspa,hook_archetype,curiosity_tease,bold_claim,0.4,confidence 0.4,"🌟 Let’s talk about glow-ups not the overnight kind, but the ones where you invest in your "
670814632352769,Labelleviemedspa,driver,lifestyle_aspiration,downtime_avoidance,0.45,confidence 0.45,"🌟 Let’s talk about glow-ups not the overnight kind, but the ones where you invest in your "
2056363138566936,"Carl Truesdale, M.D.",format,problem_solution,comparison_switch,0.45,confidence 0.45; runner-up comparison_switch at 0.4,Laser Safe for Dark Skin
2056363138566936,"Carl Truesdale, M.D.",indication,unspecified,pigmentation_sun_damage,0.45,confidence 0.45; runner-up pigmentation_sun_damage at 0.4,Laser Safe for Dark Skin
2056363138566936,"Carl Truesdale, M.D.",claim_risk,yes,,0.55,regulated category: 'Laser Safe for Dark Skin' (safety-for-all-skin-tones claim); 'dramatically lower the risk of post-inflammatory hyperpigmentation',Laser Safe for Dark Skin
802307202820518,"Carl Truesdale, M.D.",format,problem_solution,provider_authority,0.4,confidence 0.4; runner-up provider_authority at 0.35,Melanin-Safe Resurfacing
802307202820518,"Carl Truesdale, M.D.",indication,unspecified,pigmentation_sun_damage,0.45,confidence 0.45; runner-up pigmentation_sun_damage at 0.4,Melanin-Safe Resurfacing
802307202820518,"Carl Truesdale, M.D.",claim_risk,yes,,0.6,regulated category: 'Laser resurfacing — finally safe for every skin tone' (safe-for-everyone claim),Melanin-Safe Resurfacing
1429633115739758,"Carl Truesdale, M.D.",hook_archetype,curiosity_tease,question,0.45,confidence 0.45; runner-up question at 0.4,Ask This Before Any Laser
1429633115739758,"Carl Truesdale, M.D.",indication,unspecified,pigmentation_sun_damage,0.45,confidence 0.45; runner-up pigmentation_sun_damage at 0.4,Ask This Before Any Laser
1429633115739758,"Carl Truesdale, M.D.",claim_risk,unclear,,0.5,"regulated category: 'FDA-cleared for all skin tones' at a practice 'built around skin of color' (safety-for-all framing, hedged)",Ask This Before Any Laser
2050143639230783,Skinsation Aesthetics - Med Spa,offer,event_flash_sale,first_treatment_price,0.5,runner-up first_treatment_price at 0.4,$199 CO2 Laser in Colleyville | This month only
2050143639230783,Skinsation Aesthetics - Med Spa,cta_intent,lead_capture,learn_educate,0.5,runner-up learn_educate at 0.4,$199 CO2 Laser in Colleyville | This month only
2050143639230783,Skinsation Aesthetics - Med Spa,indication,general_glow,texture_pores,0.5,runner-up texture_pores at 0.4,$199 CO2 Laser in Colleyville | This month only
848765304581049,Eleven Aesthetics,hook_archetype,flat_spec,bold_claim,0.4,confidence 0.4; runner-up bold_claim at 0.35,We love Morpheus8 at our office! It’s such a game changer when addressing skin issues and 
848765304581049,Eleven Aesthetics,claim_risk,unclear,no,0.45,confidence 0.45; runner-up no at 0.4,We love Morpheus8 at our office! It’s such a game changer when addressing skin issues and 
848765304581049,Eleven Aesthetics,claim_risk,unclear,,0.45,regulated category: 'game changer'; 'will make a huge difference in your results'; fat-loss/fat-preservation settings claims (hedged),We love Morpheus8 at our office! It’s such a game changer when addressing skin issues and 
2066870030903321,Eleven Aesthetics,hook_archetype,problem_callout,bold_claim,0.5,runner-up bold_claim at 0.4,"Smooth, Tighten, Contour with Morpheus8"
2066870030903321,Eleven Aesthetics,claim_risk,yes,,0.6,regulated category: 'Reduce double chins... jowls'; 'giving you a natural lift—all with no surgery' (lift/facelift-equivalent claim by med spa),"Smooth, Tighten, Contour with Morpheus8"
1108790770757521,Sirens Med Spa,format,product_announcement,lifestyle_aspiration,0.4,confidence 0.4,"That post-MOXI glow is real. ✨
Meet MOXI, the laser treatment everyone’s talking about. 
I"
1108790770757521,Sirens Med Spa,driver,downtime_avoidance,convenience_time,0.45,confidence 0.45,"That post-MOXI glow is real. ✨
Meet MOXI, the laser treatment everyone’s talking about. 
I"
1108790770757521,Sirens Med Spa,claim_risk,yes,,0.8,regulated category: 'No downtime. No redness. Just results.'; 'Perfect for all skin types' (safe-for-everyone claim),"That post-MOXI glow is real. ✨
Meet MOXI, the laser treatment everyone’s talking about. 
I"
2595696240803875,Sirens Med Spa,offer,first_treatment_price,no_offer,0.45,confidence 0.45; runner-up no_offer at 0.4,"A GLOWING DUO at Sirens Med Spa! Hear it from our client herself.

Want to experience the "
2595696240803875,Sirens Med Spa,claim_risk,unclear,no,0.45,confidence 0.45; runner-up no at 0.4,"A GLOWING DUO at Sirens Med Spa! Hear it from our client herself.

Want to experience the "
2595696240803875,Sirens Med Spa,claim_risk,unclear,,0.45,regulated category: client testimonial video ('Hear it from our client herself') with no results-may-vary disclaimer; 'experience the magic',"A GLOWING DUO at Sirens Med Spa! Hear it from our client herself.

Want to experience the "
1924623095113839,Sirens Med Spa,hook_archetype,problem_callout,bold_claim,0.45,confidence 0.45,"You don’t have to wait until spring for your skin to feel radiant again.

At Sirens Med Sp"
785080190610159,"Hillelson-Whipple clinic, Plastic Surgery and Orthopaedics",driver,trust_safety,transformation,0.5,runner-up transformation at 0.45,"Morpheus8 - Dr. Ruth L. Hillelson - Richmond, VA"
785080190610159,"Hillelson-Whipple clinic, Plastic Surgery and Orthopaedics",claim_risk,yes,,0.7,regulated category: 'non-invasive treatment' (Morpheus8 is minimally invasive); 'without surgery or downtime'; 'lift the skin',"Morpheus8 - Dr. Ruth L. Hillelson - Richmond, VA"
876536261976538,"Hillelson-Whipple clinic, Plastic Surgery and Orthopaedics",hook_archetype,question,problem_callout,0.5,runner-up problem_callout at 0.4,Home
876536261976538,"Hillelson-Whipple clinic, Plastic Surgery and Orthopaedics",proof_asset,stat_or_study,none,0.5,runner-up none at 0.4,Home
1643186613367806,Consultants in Ophthalmic and Facial Plastic Surgery,awareness_stage,unaware,solution_aware,0.45,confidence 0.45; runner-up solution_aware at 0.4,Welcome Dr. Mikkilineni
2230499117763521,Mia Bella Aesthetics,format,comparison_switch,educational_howto,0.4,confidence 0.4; runner-up educational_howto at 0.35,Mia Bella Aesthetics
2230499117763521,Mia Bella Aesthetics,driver,downtime_avoidance,trust_safety,0.45,confidence 0.45,Mia Bella Aesthetics
2230499117763521,Mia Bella Aesthetics,claim_risk,yes,,0.75,"regulated category: 'the #1 CO₂ Treatment'; 'It's safe, effective, and the gold standard' (unsupported superiority + safety claim)",Mia Bella Aesthetics
1551087303458268,Mia Bella Aesthetics,format,before_after_showcase,problem_solution,0.5,runner-up problem_solution at 0.45,"Spots? What spots? 

CoolPeel uses fractional CO₂ laser energy to resurface the skin and t"
1551087303458268,Mia Bella Aesthetics,offer,event_flash_sale,dollar_off,0.45,confidence 0.45; runner-up dollar_off at 0.4,"Spots? What spots? 

CoolPeel uses fractional CO₂ laser energy to resurface the skin and t"
1551087303458268,Mia Bella Aesthetics,geo_signal,state_named,none,0.5,runner-up none at 0.4,"Spots? What spots? 

CoolPeel uses fractional CO₂ laser energy to resurface the skin and t"
1551087303458268,Mia Bella Aesthetics,claim_risk,yes,,0.85,regulated category: 'Spots? What spots?' / 'The spots speak for themselves' (elimination implied); before + after shown with no results-may-vary disclaimer,"Spots? What spots? 

CoolPeel uses fractional CO₂ laser energy to resurface the skin and t"
1642576896874818,LeVogue Med Spa,claim_risk,yes,,0.7,"regulated category: 'diminishes scars', 'reduces wrinkles', 'Transform Your Skin', 'Safe and Professional' (med spa outcome + safety claims)",65% OFF CO2 Laser Facials →
1074550781570426,LeVogue Med Spa,claim_risk,unclear,yes,0.5,runner-up yes at 0.4,50% Off Sofwave™ + FREE Consultation!
1074550781570426,LeVogue Med Spa,claim_risk,unclear,,0.5,regulated category: 'Skin concerns that have been treated successfully... Drooping Brows... & Much More!' (broad outcome claims by med spa); 'used globally for years with great success',50% Off Sofwave™ + FREE Consultation!
1374567697998614,LeVogue Med Spa,claim_risk,yes,,0.65,"regulated category: 'true skin transformation'; 'flawless'; 'one of the most trusted med spas'; broad outcome list (acne scars, skin tightening) by med spa",65% OFF CO₂ Laser Resurfacing + FREE Consultation!
1007027518655437,Ageless Skin Rejuvenation Med-Spa,indication,pigmentation_sun_damage,laxity_tightening,0.4,confidence 0.4; runner-up laxity_tightening at 0.35,$397 Under-Eye Laser - Limited Down Time
1007027518655437,Ageless Skin Rejuvenation Med-Spa,claim_risk,unclear,yes,0.5,runner-up yes at 0.4,$397 Under-Eye Laser - Limited Down Time
1007027518655437,Ageless Skin Rejuvenation Med-Spa,claim_risk,unclear,,0.5,regulated category: 'refresh and revive your undereye area without fillers or surgery'; dark-circle treatment claims by med spa (hedged 'can help with'),$397 Under-Eye Laser - Limited Down Time
2287194508703265,Ageless Skin Rejuvenation Med-Spa,indication,pigmentation_sun_damage,laxity_tightening,0.4,confidence 0.4; runner-up laxity_tightening at 0.35,$397 Under-Eye Laser - Limited Down Time
2287194508703265,Ageless Skin Rejuvenation Med-Spa,claim_risk,unclear,yes,0.5,runner-up yes at 0.4,$397 Under-Eye Laser - Limited Down Time
2287194508703265,Ageless Skin Rejuvenation Med-Spa,claim_risk,unclear,,0.5,regulated category: 'refresh and revive your undereye area without fillers or surgery'; dark-circle treatment claims by med spa (hedged 'can help with'),$397 Under-Eye Laser - Limited Down Time
950366421215495,Infusion Wellness Center,offer,first_treatment_price,event_flash_sale,0.45,confidence 0.45,"✨Erase Dark Spots, Shrink Pores, Improve Skin Texture with the Ultra GLO"
950366421215495,Infusion Wellness Center,driver,transformation,price_value,0.4,confidence 0.4; runner-up price_value at 0.35,"✨Erase Dark Spots, Shrink Pores, Improve Skin Texture with the Ultra GLO"
950366421215495,Infusion Wellness Center,claim_risk,yes,,0.95,regulated category: 'Erase Dark Spots'; 'reverses up to 5 years of structural damage'; 'ZERO downtime',"✨Erase Dark Spots, Shrink Pores, Improve Skin Texture with the Ultra GLO"
1381660713847999,Infusion Wellness Center,offer,first_treatment_price,event_flash_sale,0.45,confidence 0.45,"✨Erase Dark Spots Under Your Eyes, Improve Skin Texture with the Ultra GLO"
1381660713847999,Infusion Wellness Center,driver,transformation,price_value,0.4,confidence 0.4; runner-up price_value at 0.35,"✨Erase Dark Spots Under Your Eyes, Improve Skin Texture with the Ultra GLO"
1381660713847999,Infusion Wellness Center,claim_risk,yes,,0.95,regulated category: 'Erase Dark Spots'; 'reverses up to 5 years of structural damage'; 'ZERO downtime',"✨Erase Dark Spots Under Your Eyes, Improve Skin Texture with the Ultra GLO"
1664077081457077,VOXY,indication,laxity_tightening,pigmentation_sun_damage,0.45,confidence 0.45,$297 Under-Eye Laser!
1664077081457077,VOXY,claim_risk,unclear,,0.5,regulated category: 'refresh and revive your undereye area without fillers or surgery'; dark-circle outcome implied (hedged 'can help with'),$297 Under-Eye Laser!
856222507446088,VOXY,indication,laxity_tightening,pigmentation_sun_damage,0.45,confidence 0.45,$297 Under-Eye Laser!
856222507446088,VOXY,claim_risk,unclear,,0.5,regulated category: 'refresh and revive your undereye area without fillers or surgery'; dark-circle outcome implied (hedged 'can help with'),$297 Under-Eye Laser!
1345301294425579,Revive Med Spa,offer,package_bundle,percent_off,0.5,runner-up percent_off at 0.45,Take Advantage - Save Up to 50%
